ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _wpcom_is_markdown,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Download 1 ID,Download 1 name,Download 1 URL,Download 2 ID,Download 2 name,Download 2 URL
11,simple,SKU-0011,Modern Clutch,1,0,visible,"Modern Clutch — premium quality, stylish and comfortable for daily wear.","The Modern Clutch is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,120,,0,0,,,,,1,,,95.46,Bags,,,https://example.com/images/SKU-0011.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,simple,SKU-0012,Classic Track Jacket,1,0,visible,"Classic Track Jacket — premium quality, stylish and comfortable for daily wear.","The Classic Track Jacket is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,22,,0,0,,,,,1,,,27.85,Gym,,,https://example.com/images/SKU-0012.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,simple,SKU-0013,Sporty Casual Dress,1,0,visible,"Sporty Casual Dress — premium quality, stylish and comfortable for daily wear.","The Sporty Casual Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,153,,0,0,,,,,1,,,79.05,Dress,,,https://example.com/images/SKU-0013.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,simple,SKU-0014,Classic Yoga Pants,1,0,visible,"Classic Yoga Pants — premium quality, stylish and comfortable for daily wear.","The Classic Yoga Pants is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,8,,0,0,,,,,1,,,35.2,Gym,,,https://example.com/images/SKU-0014.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,simple,SKU-0015,Elegant Tote Bag,1,0,visible,"Elegant Tote Bag — premium quality, stylish and comfortable for daily wear.","The Elegant Tote Bag is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,64,,0,0,,,,,1,,,213.8,Bags,,,https://example.com/images/SKU-0015.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,simple,SKU-0016,Stylish Bracelet,1,0,visible,"Stylish Bracelet — premium quality, stylish and comfortable for daily wear.","The Stylish Bracelet is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,107,,0,0,,,,,1,,,271.87,Accessories,,,https://example.com/images/SKU-0016.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,simple,SKU-0017,Premium Necklace,1,0,visible,"Premium Necklace — premium quality, stylish and comfortable for daily wear.","The Premium Necklace is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,176,,0,0,,,,,1,,,219.06,Accessories,,,https://example.com/images/SKU-0017.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,simple,SKU-0018,Classic Tank Top,1,0,visible,"Classic Tank Top — premium quality, stylish and comfortable for daily wear.","The Classic Tank Top is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,14,,0,0,,,,,1,,,100.66,Gym,,,https://example.com/images/SKU-0018.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,simple,SKU-0019,Sporty Tote Bag,1,0,visible,"Sporty Tote Bag — premium quality, stylish and comfortable for daily wear.","The Sporty Tote Bag is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,83,,0,0,,,,,1,,,297.02,Bags,,,https://example.com/images/SKU-0019.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,simple,SKU-0020,Stylish Tote Bag,1,0,visible,"Stylish Tote Bag — premium quality, stylish and comfortable for daily wear.","The Stylish Tote Bag is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,163,,0,0,,,,,1,,,194.25,Bags,,,https://example.com/images/SKU-0020.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,simple,SKU-0021,Comfort Gym Shorts,1,0,visible,"Comfort Gym Shorts — premium quality, stylish and comfortable for daily wear.","The Comfort Gym Shorts is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,24,,0,0,,,,,1,,,259.49,Gym,,,https://example.com/images/SKU-0021.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,simple,SKU-0022,Stylish Necklace,1,0,visible,"Stylish Necklace — premium quality, stylish and comfortable for daily wear.","The Stylish Necklace is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,196,,0,0,,,,,1,,,224.63,Accessories,,,https://example.com/images/SKU-0022.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,simple,SKU-0023,Vintage Track Jacket,1,0,visible,"Vintage Track Jacket — premium quality, stylish and comfortable for daily wear.","The Vintage Track Jacket is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,194,,0,0,,,,,1,,,299.77,Gym,,,https://example.com/images/SKU-0023.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,simple,SKU-0024,Luxury Handbag,1,0,visible,"Luxury Handbag — premium quality, stylish and comfortable for daily wear.","The Luxury Handbag is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,110,,0,0,,,,,1,,,231.39,Bags,,,https://example.com/images/SKU-0024.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,simple,SKU-0025,Vintage Summer Dress,1,0,visible,"Vintage Summer Dress — premium quality, stylish and comfortable for daily wear.","The Vintage Summer Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,138,,0,0,,,,,1,,,198.5,Dress,,,https://example.com/images/SKU-0025.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,simple,SKU-0026,Comfort Handbag,1,0,visible,"Comfort Handbag — premium quality, stylish and comfortable for daily wear.","The Comfort Handbag is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,144,,0,0,,,,,1,,,13.42,Bags,,,https://example.com/images/SKU-0026.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,simple,SKU-0027,Stylish Handbag,1,0,visible,"Stylish Handbag — premium quality, stylish and comfortable for daily wear.","The Stylish Handbag is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,26,,0,0,,,,,1,,,143.17,Bags,,,https://example.com/images/SKU-0027.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,simple,SKU-0028,Casual Messenger Bag,1,0,visible,"Casual Messenger Bag — premium quality, stylish and comfortable for daily wear.","The Casual Messenger Bag is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,186,,0,0,,,,,1,,,117.18,Bags,,,https://example.com/images/SKU-0028.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,simple,SKU-0029,Modern Necklace,1,0,visible,"Modern Necklace — premium quality, stylish and comfortable for daily wear.","The Modern Necklace is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,135,,0,0,,,,,1,,,30.21,Accessories,,,https://example.com/images/SKU-0029.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,simple,SKU-0030,Casual Clutch,1,0,visible,"Casual Clutch — premium quality, stylish and comfortable for daily wear.","The Casual Clutch is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,34,,0,0,,,,,1,,,31.39,Bags,,,https://example.com/images/SKU-0030.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,simple,SKU-0031,Classic Flannel Shirt,1,0,visible,"Classic Flannel Shirt — premium quality, stylish and comfortable for daily wear.","The Classic Flannel Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,6,,0,0,,,,,1,,,243.2,Shirt,,,https://example.com/images/SKU-0031.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,simple,SKU-0032,Classic Track Jacket,1,0,visible,"Classic Track Jacket — premium quality, stylish and comfortable for daily wear.","The Classic Track Jacket is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,102,,0,0,,,,,1,,,150.33,Gym,,,https://example.com/images/SKU-0032.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,simple,SKU-0033,Elegant Maxi Dress,1,0,visible,"Elegant Maxi Dress — premium quality, stylish and comfortable for daily wear.","The Elegant Maxi Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,72,,0,0,,,,,1,,,193.15,Dress,,,https://example.com/images/SKU-0033.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,simple,SKU-0034,Sporty Denim Shirt,1,0,visible,"Sporty Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Sporty Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,154,,0,0,,,,,1,,,106.5,Shirt,,,https://example.com/images/SKU-0034.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,simple,SKU-0035,Vintage Denim Shirt,1,0,visible,"Vintage Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Vintage Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,168,,0,0,,,,,1,,,178.37,Shirt,,,https://example.com/images/SKU-0035.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,simple,SKU-0036,Comfort Bracelet,1,0,visible,"Comfort Bracelet — premium quality, stylish and comfortable for daily wear.","The Comfort Bracelet is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,12,,0,0,,,,,1,,,121.42,Accessories,,,https://example.com/images/SKU-0036.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,simple,SKU-0037,Casual Bracelet,1,0,visible,"Casual Bracelet — premium quality, stylish and comfortable for daily wear.","The Casual Bracelet is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,192,,0,0,,,,,1,,,35.25,Accessories,,,https://example.com/images/SKU-0037.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,simple,SKU-0038,Casual Denim Shirt,1,0,visible,"Casual Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Casual Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,186,,0,0,,,,,1,,,253.91,Shirt,,,https://example.com/images/SKU-0038.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,simple,SKU-0039,Vintage Summer Dress,1,0,visible,"Vintage Summer Dress — premium quality, stylish and comfortable for daily wear.","The Vintage Summer Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,138,,0,0,,,,,1,,,198.94,Dress,,,https://example.com/images/SKU-0039.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,simple,SKU-0040,Premium Necklace,1,0,visible,"Premium Necklace — premium quality, stylish and comfortable for daily wear.","The Premium Necklace is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,94,,0,0,,,,,1,,,238.78,Accessories,,,https://example.com/images/SKU-0040.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,simple,SKU-0041,Sporty Maxi Dress,1,0,visible,"Sporty Maxi Dress — premium quality, stylish and comfortable for daily wear.","The Sporty Maxi Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,142,,0,0,,,,,1,,,163.73,Dress,,,https://example.com/images/SKU-0041.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,simple,SKU-0042,Comfort Bracelet,1,0,visible,"Comfort Bracelet — premium quality, stylish and comfortable for daily wear.","The Comfort Bracelet is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,57,,0,0,,,,,1,,,238.68,Accessories,,,https://example.com/images/SKU-0042.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,simple,SKU-0043,Modern Summer Dress,1,0,visible,"Modern Summer Dress — premium quality, stylish and comfortable for daily wear.","The Modern Summer Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,181,,0,0,,,,,1,,,275.64,Dress,,,https://example.com/images/SKU-0043.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,simple,SKU-0044,Luxury Sunglasses,1,0,visible,"Luxury Sunglasses — premium quality, stylish and comfortable for daily wear.","The Luxury Sunglasses is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,22,,0,0,,,,,1,,,156.3,Accessories,,,https://example.com/images/SKU-0044.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,simple,SKU-0045,Sporty Denim Shirt,1,0,visible,"Sporty Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Sporty Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,71,,0,0,,,,,1,,,30.17,Shirt,,,https://example.com/images/SKU-0045.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,simple,SKU-0046,Elegant Bracelet,1,0,visible,"Elegant Bracelet — premium quality, stylish and comfortable for daily wear.","The Elegant Bracelet is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,23,,0,0,,,,,1,,,168.39,Accessories,,,https://example.com/images/SKU-0046.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,simple,SKU-0047,Casual Tote Bag,1,0,visible,"Casual Tote Bag — premium quality, stylish and comfortable for daily wear.","The Casual Tote Bag is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,182,,0,0,,,,,1,,,183.81,Bags,,,https://example.com/images/SKU-0047.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,simple,SKU-0048,Modern Tote Bag,1,0,visible,"Modern Tote Bag — premium quality, stylish and comfortable for daily wear.","The Modern Tote Bag is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for bags lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,29,,0,0,,,,,1,,,46.26,Bags,,,https://example.com/images/SKU-0048.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,simple,SKU-0049,Casual Polo,1,0,visible,"Casual Polo — premium quality, stylish and comfortable for daily wear.","The Casual Polo is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,98,,0,0,,,,,1,,,111.35,Shirt,,,https://example.com/images/SKU-0049.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,simple,SKU-0050,Casual Ring,1,0,visible,"Casual Ring — premium quality, stylish and comfortable for daily wear.","The Casual Ring is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,186,,0,0,,,,,1,,,67.03,Accessories,,,https://example.com/images/SKU-0050.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,simple,SKU-0051,Premium Sunglasses,1,0,visible,"Premium Sunglasses — premium quality, stylish and comfortable for daily wear.","The Premium Sunglasses is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for accessories lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,95,,0,0,,,,,1,,,62.13,Accessories,,,https://example.com/images/SKU-0051.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,simple,SKU-0052,Casual Gym Shorts,1,0,visible,"Casual Gym Shorts — premium quality, stylish and comfortable for daily wear.","The Casual Gym Shorts is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,164,,0,0,,,,,1,,,76.72,Gym,,,https://example.com/images/SKU-0052.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,simple,SKU-0053,Elegant Flannel Shirt,1,0,visible,"Elegant Flannel Shirt — premium quality, stylish and comfortable for daily wear.","The Elegant Flannel Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,124,,0,0,,,,,1,,,207.09,Shirt,,,https://example.com/images/SKU-0053.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,simple,SKU-0054,Sporty Maxi Dress,1,0,visible,"Sporty Maxi Dress — premium quality, stylish and comfortable for daily wear.","The Sporty Maxi Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,25,,0,0,,,,,1,,,18.55,Dress,,,https://example.com/images/SKU-0054.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,simple,SKU-0055,Sporty Tank Top,1,0,visible,"Sporty Tank Top — premium quality, stylish and comfortable for daily wear.","The Sporty Tank Top is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,82,,0,0,,,,,1,,,267.02,Gym,,,https://example.com/images/SKU-0055.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,simple,SKU-0056,Classic Hoodie,1,0,visible,"Classic Hoodie — premium quality, stylish and comfortable for daily wear.","The Classic Hoodie is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,89,,0,0,,,,,1,,,73.75,Gym,,,https://example.com/images/SKU-0056.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,simple,SKU-0057,Classic Summer Dress,1,0,visible,"Classic Summer Dress — premium quality, stylish and comfortable for daily wear.","The Classic Summer Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,178,,0,0,,,,,1,,,36.01,Dress,,,https://example.com/images/SKU-0057.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,simple,SKU-0058,Premium Bodycon Dress,1,0,visible,"Premium Bodycon Dress — premium quality, stylish and comfortable for daily wear.","The Premium Bodycon Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,56,,0,0,,,,,1,,,145.86,Dress,,,https://example.com/images/SKU-0058.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
